1,1.599089
2,1.596057
3,1.594303
4,1.593577
5,1.595839
6,1.597631
7,1.595130
8,1.598003
9,1.595827
10,1.598571
11,1.593932
12,1.598602
13,1.594292
14,1.595557
15,1.599417
16,1.600428
17,1.599779
18,1.701699
19,1.650793
20,1.603182
21,1.597604
22,1.592601
23,1.606611
24,1.595326
25,1.596460
26,1.597201
27,1.594770
28,1.600977
29,1.599576
30,1.602746
31,1.595978
32,1.595082
33,1.604571
34,1.592216
35,1.596663
36,1.599082
37,1.595980
38,1.595345
39,1.596219
40,1.597047
41,1.595214
42,1.604166
43,1.595223
44,1.597470
45,1.598967
46,1.595310
47,1.597068
48,1.601303
49,1.595341
50,1.598585
51,1.611943
52,1.724522
53,1.679470
54,1.661274
55,1.616920
56,1.598709
57,1.597254
58,1.594027
59,1.596080
60,1.604856
61,1.594737
62,1.596330
63,1.598587
64,1.601983
65,1.596432
66,1.596560
67,1.598892
68,1.598624
69,1.600334
70,1.594308
71,1.594708
72,1.594539
73,1.596041
74,1.595438
75,1.595601
76,1.597134
77,1.596487
78,1.593938
79,1.597433
80,1.698431
81,1.649877
82,1.622033
83,1.597711
84,1.600350
85,1.599415
86,1.595531
87,1.594317
88,1.601359
89,1.596481
90,1.594590
91,1.596745
92,1.601830
93,1.594028
94,1.602645
95,1.596031
96,1.593058
97,1.595394
98,1.596940
99,1.597379
100,1.597706
101,1.599323
102,1.596088
103,1.596244
104,1.596267
105,1.595959
106,1.598250
107,1.597775
108,1.598523
109,1.596587
110,1.596573
111,1.602446
112,1.597026
113,1.598767
114,1.597307
115,1.597197
116,1.599590
117,1.598654
118,1.593551
119,1.594484
120,1.603752
121,1.595541
122,1.644348
123,1.619232
124,1.596497
125,1.596519
126,1.604084
127,1.603030
128,1.598047
129,1.596438
130,1.595713
131,1.602243
132,1.596392
133,1.608354
134,1.602100
135,1.594423
136,1.598954
137,1.598393
138,1.598311
139,1.600095
140,1.604292
141,1.599642
142,1.595687
143,1.594410
144,1.597202
145,1.596241
146,1.594904
147,1.600350
148,1.591791
149,1.595198
150,1.593271
151,1.595185
152,1.593320
153,1.643714
154,1.616145
155,1.604557
156,1.596983
157,1.593660
158,1.598616
159,1.594711
160,1.592104
161,1.594190
162,1.597168
163,1.594417
164,1.600094
165,1.601907
166,1.600629
167,1.598148
168,1.756696
169,1.704662
170,1.658359
171,1.610541
172,1.604258
173,1.594857
174,1.598222
175,1.597461
176,1.601128
177,1.603219
178,1.596332
179,1.595301
180,1.598974
181,1.601390
182,1.597630
183,1.598081
