1,1.584539
2,1.586836
3,1.580405
4,1.740717
5,1.690765
6,1.645079
7,1.689815
8,1.637861
9,1.591656
10,1.579642
11,1.578769
12,1.580090
13,1.581336
14,1.688879
15,1.638208
16,1.589826
17,1.593758
18,1.586516
19,1.580119
20,1.583635
21,1.579583
22,1.597410
23,1.578798
24,1.585132
25,1.577386
26,1.580471
27,1.582316
28,1.580922
29,1.580845
30,1.598710
31,1.578363
32,1.581369
33,1.579305
34,1.582249
35,1.579558
36,1.576701
37,1.578417
38,1.583337
39,1.580681
40,1.582141
41,1.578250
42,1.579610
43,1.577386
44,1.599533
45,1.591590
46,1.581229
47,1.579812
48,1.580310
49,1.587619
50,1.583235
51,1.580411
52,1.584733
53,1.689594
54,1.639127
55,1.591775
56,1.587080
57,1.585521
58,1.582002
59,1.579698
60,1.584307
61,1.583323
62,1.582936
63,1.583774
64,1.582790
65,1.582077
66,1.584384
67,1.578232
68,1.582356
69,1.579464
70,1.589089
71,1.580026
72,1.580612
73,1.577944
74,1.582557
75,1.579479
76,1.577576
77,1.582350
78,1.581691
79,1.583344
80,1.580085
81,1.577217
82,1.578564
83,1.583263
84,1.579861
85,1.582936
86,16133657749503.609375
87,1.582901
88,1.578644
89,1.580838
90,1.580771
91,1.581662
92,1.580291
93,1.583009
94,1.679778
95,1.631988
96,1.600885
97,1.583046
98,1.581328
99,1.581809
100,1.581333
101,1.579063
102,1.580046
103,1.577912
104,1.579504
105,1.586882
106,1.581452
107,1.580332
108,1.628795
109,1.744854
110,1.692841
111,1.643397
112,1.597796
113,1.582523
114,1.590681
115,1.742950
116,1.706239
117,1.655201
118,1.606465
119,1.577931
120,1.583748
121,1.584494
122,1.578996
123,1.578738
124,1.577950
125,1.581709
126,1.579606
127,1.629975
128,1.610032
129,1.777218
130,1.727479
131,1.677567
132,1.627165
133,1.583977
134,1.577715
135,1.581176
136,1.580248
137,1.579275
138,1.577889
139,1.579950
140,1.578937
141,1.577746
142,1.580451
143,1.578458
144,1.578887
145,1.586073
146,1.582391
147,1.578041
148,1.578563
149,1.691076
150,1.638787
151,1.591697
152,1.580115
153,1.579623
154,1.634815
155,1.601683
156,1.581581
157,1.583342
158,1.579319
159,1.583056
160,1.583253
161,1.584720
162,1.578722
163,1.577495
164,1.582295
165,1.582027
166,1.581257
167,1.581891
168,1.578455
169,1.628631
170,1.734103
171,1.686430
172,1.636438
173,1.586840
174,16142658085400.033203
175,1.578715
176,1.583682
177,1.580109
178,1.580020
179,1.578944
180,1.578396
181,1.582122
182,1.582386
183,1.582334
184,1.584198
185,1.576901
